"clean_comment";"label"
"there is no presence opset let s check the connected";"IRRE"
"cusax provider if available";"-"
"we found the provider let s take its presence";"CODE"
"opset";"IRRE"
"between available and extended away 20 31 are";"CODE"
"the busy statuses as dnd and on the phone";"CODE"
"we re interested in one to one incoming calls";"IRRE"
"we are interested only in call state changes";"CODE"
"if it s not yet added";"TASK"
"if it s not yet added";"TASK"
"select the existing account radio button by default";"CODE"
"indicate that this panel is opened in a simple form";"CODE"
"this should not happen because we check if the";"IRRE"
"operation is supported before adding the sign";"CODE"
"this should not happen because we check if the";"IRRE"
"operation is supported before adding the sign";"CODE"
"by default we select the existing account button";"CODE"
"proxyfield settext serveraddress";"TASK"
"do not set default values cause they are counted";"IRRE"
"as overrrided ones";"CODE"
"if e getstatechange itemevent selected";"CODE"
"e getitem equals tls";"-"
"serverportfield settext sipaccountregistration default tls port";"IRRE"
"proxyportfield settext sipaccountregistration default tls port";"IRRE"
"else";"-"
"serverportfield settext sipaccountregistration default port";"IRRE"
"proxyportfield settext sipaccountregistration default port";"IRRE"
"labels";"-"
"values";"IRRE"
"dtmf panel";"-"
"emil it appears that sometimes the selected item may be null even";"CODE"
"though the combo box does not allow a null selection";"CODE"
"by default sets dtmf mezthod to auto";"IRRE"
"initialize registration form";"IRRE"
"perform action";"CODE"
"load the net java sip communicator impl gui main account";"CODE"
"advanced config disabled property";"-"
"if we didn t succeed to create our new account we have";"IRRE"
"nothing more to do here";"TASK"
"we have only a username and we want to add";"TASK"
"a defautl domain";"CODE"
"the order of the next two fields is important as a change listener";"CODE"
"of the transportcombo sets the proxyportfield to its default";"IRRE"
"indicate that this panel is opened in a simple form";"CODE"
"create new accountid our container needs the pages";"CODE"
"this means this is a new wizard and we must reset all data";"CODE"
"it will be invoked and when the wizard cleans and unregister";"TASK"
"our pages but this fix don t hurt in this situation";"CODE"
"if the first wizard page was already created";"IRRE"
"loads account properties into accountid object";"CODE"
"private final docunderliner doclistener the red squibble drawing code";"CODE"
"thrown by spell checker api if problem occurs";"CODE"
"provides popup menu entries mostly separated for readability";"CODE"
"entry to add word";"TASK"
"clears underline";"-"
"applies corrections from popup menu to chat";"META"
"contained in view can just use bounds";"-"
"should only render part of view";"CODE"
"return area can t render";"CODE"
"basic demo that underlines words containing foo";"IRRE"
"finished last word";"TASK"
"new character at end ensure it isn t initially";"CODE"
"underlined";"-"
"change within word";"-"
"dividing a word need to check both sides";"TASK"
"pasting in a chunk of text checks all words in modified";"-"
"range";"-"
"removes highlighting if visible";"-"
"clears previous underlined sections";"-"
"runs over message";"CODE"
"parallel maps containing cached instances of country flags";"CODE"
"load resource";"CODE"
"g2 setcomposite alphacomposite src preserves color of";"IRRE"
"transparent pixels";"-"
"newrgb 1 24 1 blanks alpha value";"IRRE"
"newrgb 128 24 resets it to the alpha of 128";"IRRE"
"todo auto generated method stub";"TASK"
"reverts selection";"CODE"
"source setselecteditem spellchecker getlocale";"IRRE"
"indicate to the user that the language is currently";"-"
"loading";"CODE"
"prevents potential infinite loop during errors";"IRRE"
"warns that it didn t work";"-"
"indicate to the user that the language is currently";"-"
"loading";"CODE"
"strict parsing options";"-"
"parses configuration xml";"IRRE"
"iterates over nodes parsing contents";"-"
"adds button to toggle spell checker";"TASK"
"adds field to change language";"TASK"
"default bundled dictionary";"CODE"
"location where dictionaries are stored";"-"
"filename of custom dictionary added words";"TASK"
"private parameters locale locale dictionary locale";"IRRE"
"chat instances the spell checker is currently attached to";"-"
"checks if dict dir exists to see if this is the first run";"CODE"
"gets resource for personal dictionary";"CODE"
"gets dictionary locale";"-"
"sets locale to be the default";"CODE"
"this locale tmp needed for synchronization lock";"CODE"
"attaches to uiservice so we ll be attached to future chats";"TASK"
"removes spell checker listeners from chats";"CODE"
"this is the last chat window is closed";"CODE"
"if it contains wrapper for the same chat don t add it";"CODE"
"retrieves contents of the custom dictionary";"-"
"writes new word list";"CODE"
"resets dictionary being used to include changes";"CODE"
"updates chats";"CODE"
"see if the requested locale is a built in that doesn t";"CODE"
"need to be downloaded";"CODE"
"downloads dictionary if unavailable not cached";"CODE"
"resets dictionary being used to include changes";"CODE"
"saves locale choice to configuration properties";"CODE"
"updates chats";"CODE"
"copies dictionary to appropriate location closing the stream afterward";"-"
"spell checker api often works until used";"CODE"
"jpanel wordpanel new transparentpanel new borderlayout";"CODE"
"wordpanel setborder borderfactory createemptyborder 0 8 0 8";"IRRE"
"wordpanel setlayout new flowlayout flowlayout left 0 5";"IRRE"
"wordpanel add currentword";"TASK"
"todo auto generated method stub";"TASK"
"todo auto generated method stub";"TASK"
"pnl add new jlabel empty to wrap the grid to the next line";"TASK"
"parse the thunderbird mork database";"IRRE"
"we now have rows in their tables and additional rows at";"TASK"
"transaction level put the to a better format";"CODE"
"db tables rows";"-"
"the additional rows at the root level update replace the ones";"TASK"
"in the tables there s usually neither a table nor a scope";"CODE"
"defined so lets just use the default";"CODE"
"okay transactions are applied now perform the search";"CODE"
"match the pattern against this contact";"CODE"
"nope didn t match ignore";"-"
"e mail s";"-"
"phone number s";"-"
"and the dispaly name";"-"
"create the contact and add it to the results";"IRRE"
"xxx the thunderbirdcontactquery does not tqke a contactcount";"CODE"
"argument yet thus call the default querycontactsource function";"CODE"
"register the check for updates menu item if";"CODE"
"the check for updates property isn t disabled";"CODE"
"register the check for updates menu item";"CODE"
"check for software update upon startup if enabled";"CODE"
"schedule a check for updates task that will run once a day";"CODE"
"the hours to wait is the number of hours until midnight tonight 24";"-"
"minus the current hour plus the hour that the config says updates";"CODE"
"should be";"-"
"initialize the user interface";"IRRE"
"navigate the user interface to the specified url";"CODE"
"fallback to lexicographically compare";"IRRE"
"of version strings in case of an error";"CODE"
"get all registered provider factories";"-"
"if the event is caused by a bundle being stopped we don t want to";"CODE"
"know";"-"
"we don t care if the source service is not a protocol provider";"CODE"
"register contact source";"-"
"if missing will wait for it";"CODE"
"stop received";"-"
"instruct the shutdown timeout to";"CODE"
"wait only 3 secs";"-"
"just wait a moment or till we are stopped";"-"
"wait till we are stopped or forced stopped";"CODE"
"if the event is caused by a bundle being stopped we don t want to";"CODE"
"know we are shutting down";"CODE"
"systemactivitynotificationsservice sservice";"CODE"
"removesystemactivitychangelistener this";"CODE"
"create and start the call history service";"IRRE"
"set the configuration and history service";"IRRE"
"the default ones";"CODE"
"the default ones";"CODE"
"the default ones";"CODE"
"the default ones";"CODE"
"the default ones";"CODE"
"history structure";"CODE"
"0 callstart";"IRRE"
"1 callend";"IRRE"
"2 dir";"-"
"3 callparticipantids";"IRRE"
"4 callparticipantstart";"IRRE"
"5 callparticipantend";"IRRE"
"as we iterate over the callpeer ids we could not be sure that";"IRRE"
"for some reason the start or end call list could result in";"IRRE"
"different size lists so we check this first";"CODE"
"if there is no record about the states backward compatibility";"-"
"start listening for newly register or removed protocol providers";"CODE"
"in case we found any";"CODE"
"in case we found any";"CODE"
"escape quotes";"-"
"then insert the quoted string";"CODE"
"new date this date is when the history";"CODE"
"record is written";"-"
"we don t care if the source service is not a protocol provider";"CODE"
"check whether the provider has a basic telephony operation set";"IRRE"
"we store the call in the callstatechangeevent where we";"IRRE"
"have more information on the previous state of the call";"IRRE"
"no such call";"IRRE"
"disconnected busy";"-"
"disconnected connecting fail";"-"
"disconnected connected";"-"
"no such peer";"-"
"if call exist its not new";"IRRE"
"if has already perticipants dispatch them";"CODE"
"this is the last one and the last event fire the max";"CODE"
"there will be looses in currentprogress due to the devision";"-"
"no such call";"IRRE"
"if call was answered elsewhere add its reason";"TASK"
"so we can distinguish it from missed";"CODE"
"if there s no preferred provider set we just specify that";"IRRE"
"the sip protocol should be used for the telephony operation";"CODE"
"set this is needed for all history records stored before";"CODE"
"the protocol provider property had been introduced";"CODE"
"if the contat supports call";"IRRE"
"can be added as contacts";"TASK"
"set the displayname";"IRRE"
"if the call record has reason for normal call clearing";"IRRE"
"means it was answered somewhere else and we don t";"CODE"
"mark it as missed";"-"
"we support only call details";"IRRE"
"or persistence presence so we can add contacts";"TASK"
"we don t support category for call history details so we return null";"CODE"
"we support only call details";"IRRE"
"or persistence presence so we can add contacts";"TASK"
"if the current date we don t go in there and we ll return just the";"CODE"
"time";"-"
"in this sourcecontact we always show a default image based";"CODE"
"on the call direction in out or missed";"IRRE"
"changes the history service target derictory";"-"
"tore thre presence op set of the new provider into the fixture";"CODE"
"will genarate 4 calls with 4 different participants";"IRRE"
"wait a moment";"-"
"static data";"CODE"
"services";"-"
"properties";"-"
"map access helpers";"-"
"truststore configuration";"-"
"use the os store as default store on windows";"CODE"
"client authentication configuration";"CODE"
"certificate trust handling";"-"
"obtain the default x509 trust manager";"CODE"
"workaround for https bugs openjdk java net browse jdk 6672015";"CODE"
"check and default configurations for property";"CODE"
"if missing default is null false";"CODE"
"check the certificate itself issuer validity";"CODE"
"don t care and take the chain as is";"CODE"
"ok globally valid cert";"-"
"get the thumbprints from the permanent allowances";"CODE"
"get the thumbprints from the session allowances";"CODE"
"get the thumbprints from the permanent allowances";"CODE"
"get the thumbprints from the session allowances";"CODE"
"ok we ve seen this certificate before";"CODE"
"only try to build chains for servers that send only their";"CODE"
"own cert but no issuer this also matches self signed will";"CODE"
"be ignored later and root ca signed certs in this case we";"CODE"
"throw the root ca away after the lookup";"CODE"
"ignore self signed certs";"CODE"
"prepare for the newly created chain";"CODE"
"search from the topmost certificate upwards";"CODE"
"extract the url s where the parent certificate can be";"-"
"found";"-"
"the aia may contain different urls and types try all";"CODE"
"of them";"-"
"we are only interested in the issuer certificate";"CODE"
"not in ocsp urls the like";"-"
"only http s urls ldap is taken care of in the";"CODE"
"default implementation";"TASK"
"try to get cert from cache first to avoid consecutive";"CODE"
"slow http lookups";"CODE"
"download if no cache entry or if it is expired";"CODE"
"cache for 10mins";"CODE"
"break an ad was valid ignore others";"CODE"
"check whether one of the hostname is present in the";"CODE"
"certificate";"-"
"check if the certificate contains the e mail address es";"TASK"
"in the san s";"CODE"
"todo extract address from dn e field too";"TASK"
"fields";"-"
"properties";"-"
"configuration property names";"-"
"constants";"CODE"
"client authentication configuration";"CODE"
"certificate trust handling";"-"
"events on groups";"-"
"events on groups";"-"
"mock provider 2";"-"
"init mock provider 1";"IRRE"
"init mock provider 2";"IRRE"
"find a reference to the meta contaact list service";"CODE"
"go over the subgroups and check that they ve been all added to the";"TASK"
"meta contact list";"-"
"check whether every contact in the meta list exists in the source";"CODE"
"mock provider contact list";"-"
"convenience referenes to some groups and contacts";"-"
"initialize and register a mock protocol provider that woul fill the";"IRRE"
"meta contact list with dummy data";"-"
"create and init an instance of a mockprovider";"IRRE"
"fill the provider with dummy contacts and contact groups";"-"
"tore the created mock provider for later reference";"CODE"
"tore thre presence op set of the new provider into the fixture";"CODE"
"get the operation set presence here";"IRRE"
"add the meta contact list tests";"TASK"
"tests that verify proper support of multiple protocol providers";"IRRE"
"tests that verify persistence of the meta contact list";"IRRE"
"register the slick itself";"CODE"
"clear the meta contact list";"-"
"find a reference to the meta contaact list service";"CODE"
"in order to make sure that only our mock provider will be taken into";"CODE"
"account by the meta contact list implementation we need to set the";"TASK"
"provider mask both as a system property and as one of the service";"CODE"
"properties of the newly registered provider";"CODE"
"make sure that the contact starts at the bottom of the list";"-"
"we only have mock provider registered so the count should be one";"-"
"first check order of contacts in this group";"CODE"
"calculate the total status for this contact";"CODE"
"if both were equal then assert alphabetical order";"CODE"
"now go over the subgroups";"-"
"i don t think we could test anything else here without becoming";"IRRE"
"redundant with testmetacontactlist";"IRRE"
"firt obtain references to 2 contacts";"CODE"
"make sure that what we just got is not null";"-"
"i don t see what else we could add here without copying code from";"CODE"
"test meta contact";"IRRE"
"firt obtain a reference to a contact through iteration";"CODE"
"make sure the returned ref is ok";"IRRE"
"do as best as we can to determine whether this is the right meta";"CODE"
"contact";"-"
"firt obtain references to a group";"CODE"
"make sure that what we just got is not null";"-"
"check whether this";"CODE"
"firt obtain references to a group";"CODE"
"make sure that what we just got is not null";"-"
"i don t think we could test anything else here without becoming";"IRRE"
"redundant with testmetacontactlist";"IRRE"
"false there s no reason to have empty meta groups here so";"IRRE"
"they are to be considered a problem";"-"
"first assert initial order";"IRRE"
"change a status";"-"
"make sure that the order didn t change";"-"
"then check the general order";"-"
"restore the contacts original status";"-"
"repeat order tests but this time after changing the display name of a";"IRRE"
"contact";"-"
"check whether a reordered event is dispatched";"-"
"then check wether the contact is has been moved to the bottom of the list";"OUTD"
"first check order of contacts in this group";"CODE"
"now go over the subgroups";"-"
"get a top level contact and then try to find it through the tested";"IRRE"
"findmetacontactbymetauid method";"-"
"get one of the subgroups extract one of its child contacts and";"-"
"repeat the same test";"IRRE"
"get a top level contact and then try to find it through the tested";"IRRE"
"findmetacontactbycontact method";"-"
"get one of the subgroups extract one of its child contacts and";"-"
"repeat the same test";"IRRE"
"get a group extract its proto group and then try to obtain a";"CODE"
"reference through the tested find method";"IRRE"
"repeat the same tests for the root group as it seems to be causing";"IRRE"
"problems";"-"
"add a subscription and check that the corresponding event is generated";"TASK"
"first check that the newly created contact was really added";"TASK"
"first check that the newly created contact was really added";"TASK"
"and now clear volatile";"-"
"add 2 nested groups and check for the event";"TASK"
"first check whether event delivery went ok";"-"
"first check that the newly created group was really added";"TASK"
"rename the group and see that the corresponding events are handled";"-"
"properly";"-"
"first check that the group was really renamed";"-"
"check whether the group was indeed renamed";"-"
"remove the group and check for the event";"CODE"
"first check that the group was really removed";"OUTD"
"get a ref to 2 contacts the we will experiment with";"-"
"add a new mock contact to a meta contact";"TASK"
"verify that the contact has been added to the meta contact";"TASK"
"verify that a mock contact has been created in the mock contact list";"IRRE"
"and that it is the same as the one added in the metacontact";"TASK"
"verify that events have been properly delivered";"-"
"move the mock contact to another meta contact";"-"
"verify that the old meta contact does not contain it anymore";"IRRE"
"verify that the new meta contact contains it";"CODE"
"verify that events have been properly delivered";"-"
"remove the meta contact";"-"
"verify that it is no more in the meta contact";"CODE"
"verify that it is no more in the mock contact list";"CODE"
"verify that events have been properly delivered";"-"
"create a new metacontact and hence mock contact in the meta";"CODE"
"somepeople non toplevel group";"-"
"check that the contact has been successfully created in the meta cl";"IRRE"
"check that the contact has been successfully created in the mock cl";"IRRE"
"verify that events have been properly delivered";"-"
"move the meta contact somewhere else";"-"
"check that the meta contact has moved";"-"
"check that the mock contact has moved as well";"-"
"assert that the mock contact has indeed moved to its new parent";"CODE"
"verify that events have been properly delivered";"-"
"remove the contact";"-"
"check that the meta contact has been removed";"OUTD"
"check that the mock contact has been removed";"OUTD"
"verify that events have been properly delivered";"-"
"create a new meta contact group";"IRRE"
"check that the group exists in the meta contact list but not yet in";"TASK"
"the mock provider";"-"
"create a mock contcat through the meta contact list";"IRRE"
"check that the mock group was created and added to the right meta grp";"TASK"
"check that the contact was added";"TASK"
"rename the meta contact group";"-"
"check that the meta group changed its name";"-"
"check that the mock group did not change name";"-"
"remove the meta contact group";"-"
"check that the meta group is removed";"OUTD"
"check that the mock group is removed";"OUTD"
"do testing for the first contact";"CODE"
"do testing for the first contact";"CODE"
"keep the name to later verify that it s untouched";"-"
"rename the meta contact";"-"
"check that an event has been dispatched";"CODE"
"check that the meta contact has been renamed";"-"
"verify that the underlying mock contact has not been changed";"-"
"do testing for the first contact";"CODE"
"do testing for the first contact";"CODE"
"currently ignored";"-"
"create a new metacontact and hence mock contact in the meta";"CODE"
"somepeople non toplevel group";"-"
"check that the contact has been successfully created in the meta cl";"IRRE"
"move the meta contact somewhere else";"-"
"wait other operations to finish before reloading";"CODE"
"uninstall the meta contact list service";"-"
"unregister all mock providers";"-"
"remove existing mock providers";"-"
"reinstall only one of the existing mock providers";"-"
"we will reinstall the other mock providers later our purpose is to";"-"
"verify that the contact list would only reload contacts for the";"CODE"
"re registered mock provider upon startup and that it would later";"-"
"complete its list with the rest of the mock providers once we";"CODE"
"reregister them";"-"
"reinstall the metacontactlist bundle";"-"
"verify that contents of the meta contact list matches contents of";"-"
"the mock provider we removed";"OUTD"
"true we might have trailing empty meta groups here remaining";"CODE"
"from previous testing so ignore them";"IRRE"
"verify that the new mock provider has created unresolved contacts";"IRRE"
"for all contacts in the meta cl";"CODE"
"verify that all contacts in the replacement provider are unresolved";"CODE"
"as otherwise this would mean that the meta contact list has not";"IRRE"
"used the createunresolvedcontact when creating them";"IRRE"
"reinstall remaining mock providers";"CODE"
"we will reinstall the other mock providers later our purpose is to";"-"
"get references to the root groups of the 2 providers we removed";"OUTD"
"verify that contacts tnat unresolved contacts that have been created";"IRRE"
"inside that the replacement mock providers match those in the";"CODE"
"providers we removed";"OUTD"
"verify that all contacts in the replacement providers are unresolved";"CODE"
"as otherwise this would mean that the meta contact list has not";"IRRE"
"used the createunresolvedcontact when creating them";"IRRE"
"verify all contacts";"-"
"recurse all subgroups";"-"
"register the new providers with the osgi bus";"CODE"
"verify that the groups have been properly added";"TASK"
"false there s no reason to have empty meta groups here so";"IRRE"
"they are to be considered a problem";"-"
"false there s no reason to have empty meta groups here so";"IRRE"
"they are to be considered a problem";"-"
"add a contact from provider 2 to the meta contact encapsulator of a";"TASK"
"provider 1 contact";"-"
"verify that the new meta contact contains both contacts no point";"CODE"
"in verifying events";"-"
"verify that mock provider 2 contains a new group named the same as the";"CODE"
"parent meta group of the contact we just moved";"-"
"verify that the encapsulating meta group now contains both mock groups";"-"
"todo need something to fire one event for multiple contacts";"TASK"
"the value of the detail";"IRRE"
"category labels";"-"
"protocol added so an opset is supported add it if missing";"TASK"
"in this sourcecontact we always show an externally set image or null";"CODE"
"we try init of key with suupplied lengths";"IRRE"
"we stop after the first successful attempt";"-"
"its ok stop trying";"CODE"
"if the password is empty we get an exception constructing the key";"CODE"
"here a default password can be set";"CODE"
"cannot be an empty string";"CODE"
"password based key derivation function found in pkcs5 v2 0";"CODE"
"this is only available with java 6";"CODE"
"make a key from the master password";"CODE"
"make an algorithm specific key";"-"
"just a check whether the key size is wrong";"META"
"import net java sip communicator util base64 disambiguation";"CODE"
"password stays null";"-"
"use this value to verify master password correctness";"IRRE"
"also set the crypto instance to use the correct mp";"IRRE"
"this should not happen so just in case it does";"CODE"
"get all encrypted account password properties";"-"
"this map stores propname password";"CODE"
"read from the config and decrypt with the old mp";"CODE"
"and encrypt again with the new write to the config";"CODE"
"save the verification value encrypted with the new mp";"CODE"
"or remove it if the newpassword is null we are unsetting mp";"IRRE"
"properties are not moved";"-"
"user clicked cancel button in the prompt";"CODE"
"ask for master password until the input is correct or";"CODE"
"cancel button is pressed and null returned";"IRRE"
"set the master password";"IRRE"
"remove the password";"-"
"try to verify a wrong password";"META"
"try to verify a correct password";"CODE"
"change mp to a new value";"IRRE"
"account passwords must remain the same";"CODE"
"change mp back";"-"
"remove the saved password";"CODE"
"try to load the password";"CODE"
"save it back again";"CODE"
"we ll try org jdesktop jdic desktop then";"CODE"
"we ll try org jdesktop jdic desktop then";"CODE"
"adds a listener to show the window on dock app icon click";"CODE"
"create the notification service implementation";"TASK"
"create the desktop service implementation";"TASK"
"remove eventual html code before showing the popup message";"CODE"
"if connectivity less then 1 this is offline one";"CODE"
"no such provider added";"TASK"
"in case we found any";"CODE"
"we do not show hidden protocols in our status bar so we do not";"CODE"
"care about their status here";"-"
"if we have at least one online provider";"-"
"if the event is caused by a bundle being stopped we don t want to";"CODE"
"know";"-"
"if we re running under mac os x we use special black and white";"CODE"
"icons without background";"-"
"init dock icons";"IRRE"
"show hide the contact list when user clicks on the systray";"CODE"
"background";"-"
"filling";"-"
"text";"-"
"setting from cmd line request to disable tray in case it failed";"CODE"
"dbus signals";"-"
"local signals";"-"
"overridable functions";"CODE"
"reserved";"-"
"pre initialize the jna libraries before attempting to use them";"IRRE"
"we want icons";"-"
"shortcuts";"-"
"references to the root menu and the native icon";"CODE"
"if this menu item is a submenu add ourselves as listener to";"CODE"
"add or remove the native counterpart";"TASK"
"create root menu";"IRRE"
"transfer everything in the swing menu to the gtk menu";"CODE"
"attach the menu to the indicator";"-"
"the root menu is released when it s unset from the indicator";"IRRE"
"gtk auto frees menu item submenu image and pixbuf";"-"
"the imagebuffer was jna allocated gc should take care of freeing";"-"
"skip gtk events if it s a submenu";"-"
"convert from argb big endian rgba little endian abgr";"CODE"
"now that the image ref s the buffer we can release our own ref and";"-"
"the buffer will be free d along with the image";"-"
"case jmenuitem icon changed property";"CODE"
"gtk gtk image menu item set image gtkmenuitem image";"IRRE"
"break";"CODE"
"ignore gtk callback events if the menu state is";"IRRE"
"already the same setting the selected state on the";"CODE"
"gtk sends the activate event and would cause";"CODE"
"a loop";"IRRE"
"it shouldn t be necessary that we hold a reference to the";"CODE"
"default item it is contained in the menu it might even create";"CODE"
"a memory leak but if not set the indicator loses track of it";"IRRE"
"at least on debian unref an existing item then ref the newly";"CODE"
"set";"IRRE"
"not supported";"-"
"not supported";"-"
"nothing to do";"TASK"
"popup works only for focused windows";"CODE"
"enable swing for java 1 6 except for the mac version";"CODE"
"clear all previous listeners";"-"
"get the new handlers";"CODE"
"create a custom handler to fake that the source is the menu item";"IRRE"
"java awt trayicon doesn t support addballoonactionlistener";"TASK"
"create and start the file history service";"IRRE"
"set the history service";"IRRE"
"the field used to search by keywords";"OUTD"
"start listening for newly register or removed protocol providers";"CODE"
"in case we found any";"CODE"
"in case we found any";"CODE"
"check whether the provider has a file transfer operation set";"IRRE"
"get the readers for this contact";"CODE"
"add the progress listeners";"TASK"
"get the readers for this contact";"CODE"
"add the progress listeners";"TASK"
"get the readers for this contact";"CODE"
"add the progress listeners";"TASK"
"get the readers for this contact";"CODE"
"add the progress listeners";"TASK"
"get the readers for this contact";"CODE"
"add the progress listeners";"TASK"
"get the readers for this contact";"CODE"
"add the progress listeners";"TASK"
"get the readers for this contact";"CODE"
"add the progress listeners";"TASK"
"get the readers for this contact";"CODE"
"add the progress listeners";"TASK"
"we don t care if the source service is not a protocol provider";"CODE"
"ignore events we don t need";"CODE"
"if the event is caused by a bundle being stopped we don t want to";"CODE"
"know";"-"
"we don t care if the source service is not a protocol provider";"CODE"
"if there is no avatar image set then displays the default one";"CODE"
"do not set empty images";"IRRE"
"if we don t have registered providers we return offline status";"CODE"
"we do not show hidden protocols in our status bar so we do not";"CODE"
"care about their status here";"-"
"if we have at least one online provider";"-"
"check if there s such status in the supported presence status";"IRRE"
"set";"IRRE"
"if we haven t found the last status in the protocol provider";"CODE"
"supported status set we ll have a look for a corresponding";"IRRE"
"global status and its protocol representation";"-"
"find the last contact status saved in the configuration";"CODE"
"if provider fires registered and while dispatching";"CODE"
"the registered event a fatal error rise in the connection";"CODE"
"and the provider goes in connection failed we can end up here";"CODE"
"calling login and going over the same cycle over and over";"IRRE"
"again";"-"
"we search for highest available status here";"CODE"
"status between online and away is dnd";"-"
"a status in the away interval";"CODE"
"a status in the away interval";"CODE"
"lets publish just online";"CODE"
"answers an incoming call";"IRRE"
"hangs up a call";"IRRE"
"try to answer the new incoming call if there is any";"CODE"
"try to hang up the new incoming call";"CODE"
"there was no new incoming call";"IRRE"
"thus we try to close all active calls";"CODE"
"there was no active call";"IRRE"
"thus we close all answered inactive hold on";"CODE"
"calls";"IRRE"
"try to answer the new incoming call";"CODE"
"there was no new incoming call";"IRRE"
"thus we try to close all active calls";"CODE"
"there was no active call";"IRRE"
"thus we close all answered inactive hold on";"CODE"
"calls";"IRRE"
"next action will revert change done here mute or";"CODE"
"unmute";"-"
"handle only established call";"IRRE"
"handle only connected peer no on hold peer";"-"
"either this incoming call is already answered or we will";"CODE"
"answered it thus we switch it to the answered list";"CODE"
"we find a call not answered yet";"TASK"
"answer or hang up the ringing call";"IRRE"
"if we are not limited to active call then we close all";"IRRE"
"answered calls otherwise we close only active calls hold";"IRRE"
"off calls";"IRRE"
"if at least one callpeer is active the whole call is active";"IRRE"
"if at least one peer is active then the call is active";"IRRE"
"if the event is caused by a bundle being stopped we don t want to";"CODE"
"know";"-"
"we don t care if the source service is not a protocol provider";"CODE"
"disambiguation";"-"
"we do not have to put keystrokes back into mapactions";"CODE"
"because keystrokes is a reference to a modifiable";"CODE"
"list";"-"
"fixme lyubomir marinov the method unregistershortcut will cause a";"-"
"concurrentmodificationexception because of either mapactions or a";"CODE"
"list awtkeystroke value the method stop was never invoked before";"IRRE"
"though because of a bug in the methods start and stop of the class";"CODE"
"globalshortcutactivator";"-"
"for map entry globalshortcutlistener list awtkeystroke entry";"CODE"
"mapactions entryset";"IRRE"
"globalshortcutlistener l entry getkey";"CODE"
"for awtkeystroke e entry getvalue";"CODE"
"unregistershortcut l e";"-"
"if special key detection is enabled disable all other shortcuts";"-"
"compare keycode modifiers to keystroke";"IRRE"
"notify corresponding listeners";"-"
"unregister all shortcuts";"-"
"add shortcuts from configuration";"TASK"
"windows only for the moment";"CODE"
"disambiguation";"-"
"if the event is caused by a bundle being stopped we don t want to";"CODE"
"know";"-"
"we don t care if the source service is not a protocol provider";"CODE"
"we don t care if the protocol provider is not a jabber ones";"CODE"
"don t block felix can be blocked if master password is set";"IRRE"
"don t include a stack trace since this is will happen at start";"CODE"
"of jitsi as we do not have a valid access token available yet";"TASK"
"maybe we should request an access token immediately after loading";"CODE"
"the refresh token from the credentials store";"CODE"
"catch all and retry with refreshed token we may need to let this";"CODE"
"case go through";"CODE"
"disambiguation";"-"
"http schemas google com g 2005 google talk";"CODE"
"http schemas google com g 2005 aim";"CODE"
"http schemas google com g 2005 skype";"CODE"
"http schemas google com g 2005 icq";"CODE"
"http schemas google com g 2005 jabber";"CODE"
"ignore it the image is not vital";"-"
"can be added as contacts";"TASK"
"can be added as contacts";"TASK"
"can be added as contacts";"TASK"
"can be added as contacts";"TASK"
"can be added as contacts";"TASK"
"can be added as contacts";"TASK"
"https www google com m8 feeds contacts default full";"CODE"
"if this property doesn t exist like for old stored accounts we";"CODE"
"just need to initialize it to the empty string";"IRRE"
"set the enabled state as before";"IRRE"
"to detect that account is a google ones we try following";"CODE"
"lookup in srv and see if it is google com";"-"
"if the account has been created with googletalk form";"CODE"
"if it is an external google contact";"-"
"srv checks";"-"
"googletalk based account or external google contacts";"CODE"
"new genericurl https accounts google com o oauth2 token";"CODE"
"profile 20email 20https www google com m8 feeds";"CODE"
"https accounts google com o oauth2 auth scope s redirect uri s";"CODE"
"should make sure that only succeeded requests reach up to here";"CODE"
"synchronize on oauth approval dialog class to ensure that only";"IRRE"
"one dialog shows at a time";"-"
"dialog is confirmed so process entered approval code";"-"
"user one time cancellation";"-"
"let token remain null as we do not have new information";"CODE"
"yet";"TASK"
"inject client authentication credentials in requests";"CODE"
"initialize behavior of code input field";"IRRE"
"configure dialog";"-"
"main panel layout";"CODE"
"populate instruction dialog";"CODE"
"input controls on main panel";"CODE"
"buttons panel";"META"
"this will block until user click on save cancel press escape close";"CODE"
"the window";"CODE"
"3 columns enable account name prefix";"-"
"no more nodes";"-"
"todo assert assert assertnonnull historyserviceimpl the";"CODE"
"historyserviceimpl should be non null";"-"
"todo assert assert assertnonnull id the id should be";"CODE"
"non null";"-"
"todo assert assert assertnonnull historyrecordstructure the";"CODE"
"structure should be non null";"CODE"
"todo assert assert assertnonnull files the list of files";"CODE"
"should be non null";"-"
"document already loaded use it directly";"CODE"
"throw new runtimeexception error occured while";"CODE"
"parsing xml document e";"CODE"
"log error error occured while parsing xml document e";"CODE"
"will try to fix the xml file";"CODE"
"if is not fixed return";"IRRE"
"cache the loaded document for reuse if configured";"CODE"
"todo assert assert fail internal error the data type";"CODE"
"should be either document or file";"CODE"
"find the next start of record node";"-"
"parsing is ok lets overwrite with correct values";"IRRE"
"find the next start of record node";"-"
"regexp used for index of case in sensitive impl";"CODE"
"the files are supposed to be ordered from oldest to newest";"CODE"
"will get nodes and construct a list of nodes";"CODE"
"so we can easily get sublist of it";"-"
"get nested text node s value";"IRRE"
"if we found a broken record just skip it";"-"
