"clean_comment";"label"
"might be pure noise let s ignore them in the comparison";"CODE"
"as a result the output of fit transform should be the same";"IRRE"
"and similarly for the output of transform on new data except for the";"CODE"
"last component that can be underdetermined";"-"
"check that inverse transform reconstructions for both solvers are";"CODE"
"compatible";"-"
"in this case the models should have learned the same invertible";"CODE"
"transform they should therefore both be able to reconstruct the test";"CODE"
"data";"-"
"in the absence of noisy components both models should be able to";"CODE"
"reconstruct the same low rank approximation of the original data";"CODE"
"when n features n samples and n components is larger than the rank";"TASK"
"of the training set the output of the inverse transform function";"IRRE"
"is ill defined we can only check that we reach the same fixed point";"CODE"
"after another round of transform";"CODE"
"compare to the frobenius norm";"IRRE"
"compare to the 2 norms of the score vectors";"IRRE"
"set the singular values and see what er get back";"IRRE"
"test that the projection of data is correct";"IRRE"
"test that the projection of data is correct";"IRRE"
"test that the projection of data can be inverted";"IRRE"
"x rng randn n p spherical data";"IRRE"
"x 1 0 00001 make middle component relatively small";"-"
"x 5 4 3 make a large mean";"-"
"same check that we can find the original data from the transformed";"CODE"
"signal since the data is almost of rank n components";"-"
"ensures that solver specific extreme inputs for the n components";"CODE"
"parameter raise errors";"IRRE"
"mallest d 2 the smallest dimension";"CODE"
"additional case for arpack";"CODE"
"ensure that n components mle doesn t raise error for auto full";"CODE"
"ensure that n components mle will raise an error for unsupported";"CODE"
"solvers";"-"
"check automated dimensionality setting";"IRRE"
"todo explain what this is testing";"IRRE"
"or at least use explicit variable names";"IRRE"
"todo explain what this is testing";"IRRE"
"or at least use explicit variable names";"IRRE"
"iris data 0 95 2 row col";"-"
"iris data 0 01 1 row col";"-"
"row col";"-"
"test that probabilistic pca scoring yields a reasonable score";"IRRE"
"check that probabilistic pca selects the right model";"CODE"
"sanity check for the noise variance for more details see";"CODE"
"https github com scikit learn scikit learn issues 7568";"CODE"
"https github com scikit learn scikit learn issues 8541";"CODE"
"https github com scikit learn scikit learn issues 8544";"CODE"
"check the consistency of score between solvers";"-"
"arpack raises valueerror for n components min n samples n features";"CODE"
"ensure that noise variance is 0 in edge cases";"CODE"
"when n components min n samples n features";"TASK"
"non regression test for gh 12489";"IRRE"
"ensure no divide by zero error for n components n features n samples";"TASK"
"non regression test for gh 12489";"IRRE"
"ensure no divide by zero error for n components n samples n features";"TASK"
"case n samples 10 n features and max x shape 500 full";"TASK"
"case n samples 10 n features and n features 500 covariance eigh";"TASK"
"case n components 8 min x shape full";"CODE"
"n components 1 and n components 8 min x shape randomized";"IRRE"
"case n components in 0 1 full";"CODE"
"ensure that pca does not upscale the dtype when input is float32";"CODE"
"the atol and rtol are set such that the test passes for all random seeds";"IRRE"
"on all supported platforms on our ci and conda forge with the default";"CODE"
"random seed";"IRRE"
"ensure that all int types will be upcast to float64";"CODE"
"when n components is the second highest cumulative sum of the";"-"
"explained variance ratio then n components should equal the";"CODE"
"number of features in the dataset 15669";"TASK"
"test error when tested rank not in 1 n features 1";"IRRE"
"test rank associated with tiny eigenvalues are given a log likelihood of";"IRRE"
"inf the inferred rank will be 1";"-"
"test mle with pathological x only one relevant feature should give a";"TASK"
"rank of 1";"-"
"tests that an error is raised when the number of samples is smaller";"IRRE"
"than the number of features during an mle fit";"TASK"
"non regression test for issue";"IRRE"
"https github com scikit learn scikit learn issues 16730";"CODE"
"x 1 np mean x 1 axis 1 true x dim is ndim 1";"CODE"
"make sure assess dimension works properly on a matrix of rank 1";"-"
"x np ones n samples n features rank 1 matrix";"TASK"
"except for rank 1 all eigenvalues are 0 resp close to 0 fp";"IRRE"
"the default value of n oversamples will lead to inaccurate results";"IRRE"
"we force it to the number of features";"TASK"
"random state 0 how to use global random seed here";"IRRE"
"pca with mle cannot use check array api input and values because of";"IRRE"
"rounding errors in the noisy low variance components even checking";"CODE"
"the shape of the components is problematic because the number of";"IRRE"
"components depends on trimming threshold of the mle algorithm which";"CODE"
"can depend on device specific rounding errors";"CODE"
"simpler variant of the generic check array api input checker tailored for";"CODE"
"the specific case of pca with mle trimmed components";"CODE"
"check that the explained variance values match for the";"IRRE"
"common components";"-"
"if the number of components differ check that the explained variance of";"CODE"
"the trimmed components is very small";"-"
"authors the scikit learn developers";"META"
"spdx license identifier bsd 3 clause";"-"
"y is defined by y uv noise";"CODE"
"y 0 1 rng randn y shape 0 y shape 1 add noise";"TASK"
"sparsepca can be a bit slow to avoid having test times go up we";"IRRE"
"test different aspects of the code in the same test";"IRRE"
"test overcomplete decomposition";"TASK"
"y generate toy data 3 10 8 8 random state rng wide array";"IRRE"
"test that cd gives similar results";"IRRE"
"todo remove mark once loky bug is fixed";"TASK"
"https github com joblib loky issues 458";"CODE"
"y generate toy data 3 10 8 8 random state rng wide array";"IRRE"
"test multiple cpus";"IRRE"
"test that sparsepca won t return nan when there is 0 feature in all";"IRRE"
"samples";"-"
"y generate toy data 3 10 8 8 random state rng wide array";"IRRE"
"y generate toy data 3 65 8 8 random state rng tall array";"IRRE"
"test overcomplete decomposition";"TASK"
"verify output matrix dtype";"IRRE"
"verify numericall consistentency among np float32 and np float64";"CODE"
"vary the tolerance to force the early stopping of one of the model";"CODE"
"force the max number of no improvement to a large value to check that";"TASK"
"it does help to early stop";"CODE"
"elf store covariance store covariance used only in svd solver";"CODE"
"elf tol tol used only in svd solver";"CODE"
"sw self covariance within scatter";"CODE"
"st cov x shrinkage covariance estimator total scatter";"CODE"
"sb st sw between scatter";"-"
"evecs evecs np argsort evals 1 sort eigenvectors";"IRRE"
"1 within univariate scaling by with classes std dev";"CODE"
"avoid division by zero in normalization";"CODE"
"2 within variance scaling";"CODE"
"svd of centered within scaled data";"CODE"
"scaling of within covariance is v 1 s";"CODE"
"3 between variance scaling";"CODE"
"scale weighted centers";"-"
"centers are living in a space with n classes 1 dim maximum";"IRRE"
"use svd to find projection in the space spanned by the";"CODE"
"n classes centers";"IRRE"
"lineardiscriminantanalysis covariance estimator is not validated yet";"TASK"
"if self priors is none estimate priors from sample";"CODE"
"cnts xp unique counts y non negative ints";"CODE"
"maximum number of components no matter what n components is";"-"
"specified";"-"
"if size self classes 2 treat binary case as a special case";"CODE"
"only overrides for the docstring";"CODE"
"caling rotation linalg eigh cov scalings are eigenvalues";"IRRE"
"rotation rotation np argsort scaling 1 sort eigenvectors";"IRRE"
"caling scaling np argsort scaling 1 sort eigenvalues";"IRRE"
"xc u s v t";"-"
"caling s 2 n samples 1 scalings are squared singular values";"IRRE"
"cov v s 2 n 1 v t";"-"
"support for shrinkage could be implemented as in";"TASK"
"https github com scikit learn scikit learn issues 32590";"CODE"
"return log posterior see eq 4 12 p 110 of the esl";"IRRE"
"norm2 np array norm2 t shape len x n classes";"IRRE"
"only overrides for the docstring";"CODE"
"draw sample indices";"-"
"retrieve settings";"IRRE"
"build estimators";"-"
"draw random feature sample indices using normalized sample weight";"IRRE"
"as probabilities if provided";"-"
"note row sampling can be achieved either through setting sample weight or";"TASK"
"by indexing the former is more memory efficient therefore use this method";"CODE"
"if possible otherwise use indexing";"-"
"row sampling by setting sample weight";"IRRE"
"row sampling by indexing";"-"
"basebagging estimator is not validated yet";"TASK"
"convert data x is required to be 2d and indexable";"CODE"
"remap output";"IRRE"
"check parameters";"IRRE"
"validate max samples";"-"
"store validated integer row sampling value";"IRRE"
"validate max features";"TASK"
"store validated integer feature sampling value";"TASK"
"store sample weight needed in get estimators indices note that";"TASK"
"we intentionally do not materialize sample weight none as an array";"CODE"
"of ones to avoid unnecessarily cluttering trained estimator pickles";"CODE"
"other checks";"-"
"free allocated memory if any";"-"
"parallel loop";"IRRE"
"advance random state to state after training";"IRRE"
"the first n estimators";"-"
"reduce";"-"
"todo slep6 remove if condition for unrouted sample weight when metadata";"CODE"
"routing can t be disabled";"-"
"set parameters";"IRRE"
"don t instantiate estimators now parameters of estimator might";"IRRE"
"still change eg when grid searching with the nested object syntax";"CODE"
"self estimators needs to be filled by the derived classes in fit";"CODE"
"compute the number of jobs";"-"
"partition estimators between jobs";"-"
"defined by metaestimatormixin";"CODE"
"if estimators does not comply with our api list of tuples then it will";"CODE"
"fail in this case we assume that allow nan and sparse are false but";"CODE"
"the parameter validation will raise an error during fit";"IRRE"
"pass pragma no cover";"-"
"authors the scikit learn developers";"META"
"spdx license identifier bsd 3 clause";"-"
"validate or convert input data";"CODE"
"compute missing values in feature mask checks if x has missing values and";"IRRE"
"will raise an error if the underlying tree base estimator can t handle missing";"CODE"
"values only the criterion is required to determine if the tree supports";"IRRE"
"missing values";"IRRE"
"pre sort indices to avoid that each individual tree of the";"CODE"
"ensemble sorts the indices";"-"
"reshape is necessary to preserve the data contiguity against vs";"-"
"np newaxis that does not";"CODE"
"free allocated memory if any";"-"
"we draw from the random state to get the random state we";"IRRE"
"would have got if we hadn t used a warm start";"-"
"parallel loop we prefer the threading backend as the cython code";"CODE"
"for fitting the trees is internally releasing the python gil";"CODE"
"making threading more efficient than multiprocessing in";"CODE"
"that case however for joblib 0 12 we respect any";"CODE"
"parallel backend contexts set at a higher level";"IRRE"
"since correctness does not rely on using threads";"CODE"
"collect newly grown trees";"CODE"
"fixme we could consider to support multiclass multioutput if";"IRRE"
"we introduce or reuse a constructor parameter e g";"CODE"
"oob score allowing our user to pass a callable defining the";"IRRE"
"scoring strategy on oob sample";"-"
"decapsulate classes attributes";"IRRE"
"prediction requires x to be in csr format";"CODE"
"n classes is a ndarray at this stage";"CODE"
"all the supported type of target will have the same number of";"-"
"classes in all outputs";"IRRE"
"for regression n classes does not exist and we create an empty";"CODE"
"axis to be consistent with the classification case and make";"CODE"
"the array operations compatible with the 2 settings";"IRRE"
"default implementation";"TASK"
"get drawn indices along both sample and feature axes";"TASK"
"tree random state is actually an immutable integer seed rather";"IRRE"
"than a mutable randomstate instance so it s safe to use it";"IRRE"
"repeatedly when calling this property";"IRRE"
"operations accessing random state must be performed identically";"IRRE"
"to those in parallel build trees";"-"
"only the criterion is required to determine if the tree supports";"CODE"
"missing values";"IRRE"
"binary and multiclass";"IRRE"
"roll the first n outputs axis to the last axis we will reshape";"IRRE"
"from a shape of n outputs n samples n classes to a shape of";"IRRE"
"n samples n classes n outputs";"IRRE"
"drop the n outputs axis if there is a single output";"IRRE"
"all dtypes should be the same so just take the first";"-"
"check data";"-"
"assign chunk of trees to jobs";"IRRE"
"avoid storing the output of every estimator by summing them here";"IRRE"
"check data";"-"
"assign chunk of trees to jobs";"IRRE"
"avoid storing the output of every estimator by summing them here";"IRRE"
"parallel loop";"IRRE"
"single output regression";"IRRE"
"multioutput regression";"IRRE"
"drop the n outputs axis if there is a single output";"IRRE"
"note we don t sum in parallel because the gil isn t released in";"TASK"
"the fast method";"-"
"average over the forest";"CODE"
"parameters are validated in fit transform";"IRRE"
"authors the scikit learn developers";"META"
"spdx license identifier bsd 3 clause";"-"
"sample weight is always a ndarray never none";"-"
"header fields and line format str";"CODE"
"do oob";"CODE"
"print the header line";"CODE"
"plot verbose info each time i verbose mod 0";"IRRE"
"we need to take into account if we fit additional estimators";"TASK"
"i j self begin at stage iteration relative to the start iter";"CODE"
"adjust verbose frequency powers of 10";"IRRE"
"todo without oob i e with self subsample 1 0 we could call";"CODE"
"self loss loss gradient and use it to set train score";"IRRE"
"but note that train score i is the score after fitting the i th tree";"TASK"
"note we need the negative gradient";"TASK"
"ample weight none we pass sample weights to the tree directly";"CODE"
"2 d views of shape n samples n trees per iteration or n samples 1";"-"
"on neg gradient to simplify the loop over n trees per iteration";"IRRE"
"induce regression tree on the negative gradient";"-"
"no inplace multiplication";"-"
"update tree leaves";"CODE"
"add tree to ensemble";"TASK"
"do oob";"CODE"
"self n estimators is the number of additional est to fit";"TASK"
"if do oob resize arrays or create new if not available";"CODE"
"authors the scikit learn developers";"META"
"spdx license identifier bsd 3 clause";"-"
"authors the scikit learn developers";"META"
"spdx license identifier bsd 3 clause";"-"
"ignore missing values when computing bin thresholds";"IRRE"
"the data will be sorted anyway in np unique and again in percentile so we do it";"CODE"
"here sorting also returns a contiguous array";"IRRE"
"we could compute approximate midpoint percentiles using the output of";"IRRE"
"np unique col data return counts instead but this is more";"CODE"
"work and the performance benefit will be limited because we";"CODE"
"work on a fixed size subsample of the full data";"-"
"we avoid having inf thresholds inf thresholds are only allowed in";"CODE"
"a split on nan situation";"-"
"min is 3 at least 2 distinct bins and a missing values bin";"IRRE"
"validate is categorical and known categories parameters";"IRRE"
"since categories are assumed to be encoded in";"-"
"0 n cats and since n cats max bins";"-"
"the thresholds are the unique categorical values this will";"IRRE"
"lead to the correct mapping in transform";"CODE"
"todo complexity is o n categorical features 255 maybe this is";"TASK"
"worth cythonizing";"-"
"if there is a preprocessor we let the preprocessor handle the validation";"CODE"
"otherwise we validate the data ourselves";"-"
"at this point reset is false which runs during fit";"CODE"
"check categories found by the ordinalencoder and get their encoded values";"IRRE"
"the columntransformer s output places the categorical features at the";"TASK"
"beginning";"-"
"ordinalencoder always puts np nan as the last category if the";"-"
"training data has missing values here we remove it because it is";"IRRE"
"already added by the binmapper";"TASK"
"special code for pandas because of a bug in recent pandas which is";"CODE"
"fixed in main and maybe included in 2 2 1 see";"CODE"
"https github com pandas dev pandas pull 57173";"CODE"
"also pandas versions 1 5 1 do not support the dataframe interchange";"CODE"
"at this point validate data was not called yet because we use the original";"IRRE"
"dtypes to discover the categorical features thus feature names in";"TASK"
"is not defined yet";"CODE"
"check for feature names";"TASK"
"check for categorical features as indices";"TASK"
"todo incorporate sample weights here in resample";"TASK"
"a higher score is always better higher tol means that it will be";"-"
"harder for subsequent iteration to be considered an improvement upon";"TASK"
"the reference score and therefore it is more likely to early stop";"CODE"
"because of the lack of significant improvement";"TASK"
"x binned self bin mapper fit transform x f aligned array";"CODE"
"x binned self bin mapper transform x f aligned array";"CODE"
"we convert the array to c contiguous since predicting is faster";"-"
"with this layout training is faster on f arrays though";"CODE"
"we intentionally decouple the number of threads used at prediction";"CODE"
"time from the number of threads used at fit time because the model";"CODE"
"can be deployed on a different machine for prediction purposes";"CODE"
"note that the learning rate is already accounted for in the leaves";"CODE"
"values";"IRRE"
"pass pragma no cover";"-"
"pass pragma no cover";"-"
"todo this could be done in parallel";"CODE"
"np argmax 0 5 0 5 is 0 not 1 therefore 0 not 0 to be";"CODE"
"consistent with the multiclass case";"CODE"
"np argmax 0 0 is 0 not 1 therefore 0 not 0";"CODE"
"authors the scikit learn developers";"META"
"spdx license identifier bsd 3 clause";"-"
"start and stop indices of the node in the splitter partition";"CODE"
"array concretely";"-"
"self sample indices view self splitter partition start stop";"CODE"
"please see the comments about splitter partition and";"-"
"splitter split indices for more info about this design";"CODE"
"these 2 attributes are only used in update raw prediction because we";"META"
"need to iterate over the leaves and i don t know how to efficiently";"TASK"
"store the sample indices views because they re all of different sizes";"IRRE"
"authors the scikit learn developers";"META"
"spdx license identifier bsd 3 clause";"-"
"the dtype of feature idx is np intp which is platform dependent here we";"CODE"
"make sure that saving and loading on different bitness systems works without";"CODE"
"errors for instance on a 64 bit python runtime np intp np int64";"CODE"
"while on 32 bit np intp np int32";"CODE"
"todo consider always using platform agnostic dtypes for fitted";"CODE"
"estimator attributes for this particular estimator this would";"CODE"
"mean replacing the intp field of predictor record dtype by an int32";"CODE"
"field ideally this should be done consistently throughout";"CODE"
"scikit learn along with a common test";"IRRE"
"assert bin thresholds i shape 254 255 1";"CODE"
"assert bin thresholds i shape 127 128 1";"CODE"
"max bins is the number of bins for non missing values";"IRRE"
"check that the binned data is approximately balanced across bins";"-"
"max bins is the number of bins for non missing values";"IRRE"
"max bins is the number of bins for non missing values";"IRRE"
"adding more bins to the mapper yields the same results same thresholds";"TASK"
"max bins is the number of bins for non missing values";"IRRE"
"check that n bins non missing is n unique values when";"IRRE"
"there are not a lot of unique values else n bins 1";"IRRE"
"make sure bin thresholds are different when applying subsampling";"CODE"
"0 0 0 255 missing value";"IRRE"
"0 0 0 2 missing value";"IRRE"
"check for missing values make sure nans are mapped to the last bin";"IRRE"
"and that the binmapper attributes are correct";"META"
"make sure infinite values are properly handled";"IRRE"
"basic test for categorical features";"TASK"
"we make sure that categories are mapped into 0 n categories 1 and";"CODE"
"that nans are mapped to the last bin";"-"
"negative categories are mapped to the missing values bin";"IRRE"
"i e the bin of index missing values bin idx n bins 1";"IRRE"
"unknown positive categories does not happen in practice and tested";"IRRE"
"for illustration purpose";"CODE"
"make sure sklearn has the same predictions as lightgbm for easy targets";"CODE"
"in particular when the size of the trees are bound and the number of";"-"
"samples is large enough the structure of the prediction trees found by";"CODE"
"lightgbm and sklearn should be exactly identical";"-"
"notes";"TASK"
"several candidate splits may have equal gains when the number of";"-"
"samples in a node is low and because of float errors therefore the";"CODE"
"predictions on the test set might differ if the structure of the tree";"IRRE"
"is not exactly the same to avoid this issue we only compare the";"CODE"
"predictions on the test set when the number of samples is large enough";"IRRE"
"and max leaf nodes is low enough";"-"
"to ignore discrepancies caused by small differences in the binning";"CODE"
"strategy data is pre binned if n samples 255";"-"
"we don t check the absolute error loss here this is because";"CODE"
"lightgbm s computation of the median used for the initial value of";"IRRE"
"raw prediction is a bit off they ll e g return midpoints when there";"CODE"
"is no need to since these tests only run 1 iteration the";"IRRE"
"discrepancy between the initial values leads to biggish differences in";"IRRE"
"the predictions these differences are much smaller with more";"-"
"iterations";"-"
"make the target positive";"-"
"bin data and convert it to float32 so that the estimator doesn t";"CODE"
"treat it as pre binned";"-"
"we need x to be treated an numerical data not pre binned data";"-"
"more than 65 of the predictions must be close up to the 2nd decimal";"CODE"
"todo we are not entirely satisfied with this lax comparison but the root";"TASK"
"cause is not clear maybe algorithmic differences one such example is the";"META"
"poisson max delta step parameter of lightgbm which does not exist in hgbt";"TASK"
"less than 1 of the predictions may deviate more than 1e 3 in relative terms";"-"
"less than 1 of the predictions may deviate more than 1e 4 in relative terms";"-"
"same as test same predictions regression but for classification";"IRRE"
"bin data and convert it to float32 so that the estimator doesn t";"CODE"
"treat it as pre binned";"-"
"we need x to be treated an numerical data not pre binned data";"-"
"same as test same predictions regression but for classification";"IRRE"
"bin data and convert it to float32 so that the estimator doesn t";"CODE"
"treat it as pre binned";"-"
"we need x to be treated an numerical data not pre binned data";"-"
"assert more than 75 of the predicted probabilities are the same up to";"CODE"
"the second decimal";"-"
"assert more than 75 of the predicted probabilities are the same up";"CODE"
"to the second decimal";"-"
"take care that x coef intercept 0";"CODE"
"for an exponential distribution with rate lambda e g exp lambda x";"CODE"
"the quantile at level q is";"-"
"quantile q log 1 q lambda";"CODE"
"scale 1 lambda quantile q log 1 q";"CODE"
"we are overfitting";"-"
"test that valueerror is raised if either one y i 0 or sum y i 0";"IRRE"
"for poisson distributed target poisson loss should give better results";"IRRE"
"than least squares measured in poisson deviance as metric";"-"
"we create a log linear poisson model and downscale coef as it will get";"IRRE"
"exponentiated";"-"
"squared error might produce non positive predictions clip";"CODE"
"make sure training and validation data are binned separately";"-"
"see issue 13926";"-"
"note that since the data is small there is no subsampling and the";"TASK"
"random state doesn t matter";"IRRE"
"sanity check for missing values support with only one feature and";"IRRE"
"y isnan x the gbdt is supposed to reach perfect accuracy on the";"-"
"training set";"IRRE"
"make sure the estimators can deal with missing values and still yield";"IRRE"
"decent predictions";"-"
"non regression test for issue 14018";"IRRE"
"make sure we avoid zero division errors when computing the leaves values";"IRRE"
"if the learning rate is too high the raw predictions are bad and will";"-"
"saturate the softmax or sigmoid in binary classif this leads to";"CODE"
"probabilities being exactly 0 or 1 gradients being constant and";"CODE"
"hessians being zero";"-"
"make sure that the small trainset is stratified and has the expected";"IRRE"
"length 10k samples";"-"
"compute the small training set";"IRRE"
"compute the class distribution in the small training set";"IRRE"
"test that the small training set has the expected length";"IRRE"
"test that the class distributions in the whole dataset and in the small";"IRRE"
"training set are identical";"IRRE"
"compare the buit in missing value handling of histogram gbc with an";"IRRE"
"a priori missing value imputation strategy that should yield the same";"IRRE"
"results in terms of decision function";"CODE"
"each feature containing nans is replaced by 2 features";"TASK"
"one where the nans are replaced by min feature 1";"TASK"
"one where the nans are replaced by max feature 1";"TASK"
"a split where nans go to the left has an equivalent split in the";"CODE"
"first min feature and a split where nans go to the right has an";"TASK"
"equivalent split in the second max feature";"TASK"
"assuming the data is such that there is never a tie to select the best";"CODE"
"feature to split on during training the learned decision trees should be";"TASK"
"strictly equivalent learn a sequence of splits that encode the same";"-"
"decision function";"CODE"
"the minmaximputer transformer is meant to be a toy implementation of the";"TASK"
"missing in attributes mia missing value handling for decision trees";"IRRE"
"https www sciencedirect com science article abs pii s0167865508000305";"CODE"
"the implementation of mia as an imputation transformer was suggested by";"TASK"
"remark 3 in arxiv 1902 06931";"-"
"pre bin the data to ensure a deterministic handling by the 2";"CODE"
"strategies and also make it easier to insert np nan in a structured";"CODE"
"way";"-"
"first feature has missing values completely at random";"IRRE"
"second and third features have missing values for extreme values";"IRRE"
"censoring missingness";"-"
"make the last feature nan pattern very informative";"TASK"
"check that there is at least one missing value in each feature";"TASK"
"let s use a test set to check that the learned decision function is";"IRRE"
"the same as evaluated on unseen data otherwise it could just be the";"CODE"
"case that we find two independent ways to overfit the training set";"IRRE"
"n samples need to be large enough to minimize the likelihood of having";"TASK"
"several candidate splits with the same gain value in a given tree";"IRRE"
"use a small number of leaf nodes and iterations so as to keep";"-"
"under fitting models to minimize the likelihood of ties when training the";"CODE"
"model";"-"
"check that the model reach the same score";"-"
"check the individual prediction match as a finer grained";"-"
"decision function check";"CODE"
"basic test for infinite values";"IRRE"
"high level test making sure that inf and nan values are properly handled";"IRRE"
"when both are present this is similar to";"CODE"
"test split on nan with infinite values in test grower py though we";"IRRE"
"cannot check the predictions for binned values here";"IRRE"
"regression tests for 14709 where the targets need to be encoded before";"CODE"
"to compute the score";"-"
"make sure setting a sw to zero amounts to ignoring the corresponding";"IRRE"
"sample";"-"
"ignore the first 2 training samples by setting their weight to 0";"IRRE"
"make sure setting a sw to zero amounts to ignoring the corresponding";"IRRE"
"sample";"-"
"ignore the first 2 training samples by setting their weight to 0";"IRRE"
"ignore the first 2 training samples by setting their weight to 0";"IRRE"
"high level test to make sure that duplicating a sample is equivalent to";"IRRE"
"giving it weight of 2";"-"
"fails for n samples 255 because binning does not take sample weights";"CODE"
"into account keeping n samples 255 makes";"CODE"
"sure only unique values are used so sw have no effect on binning";"IRRE"
"this test can t pass if min samples leaf 1 because that would force 2";"IRRE"
"samples to be in the same node in est sw while these samples would be";"CODE"
"free to be separate in est dup est dup would just group together the";"CODE"
"duplicated samples";"-"
"create dataset with duplicate and corresponding sample weights";"IRRE"
"checking raw predict is stricter than just predict for classification";"CODE"
"for losses with constant hessians the sum hessians field of the";"CODE"
"histograms must be equal to the sum of the sample weight of samples at";"TASK"
"the corresponding bin";"-"
"while sample weights are supposed to be positive this still works";"CODE"
"build sum sample weight which contains the sum of the sample weights at";"-"
"each bin for each feature this must be equal to the sum hessians";"CODE"
"field of the corresponding histogram";"CODE"
"build histogram";"-"
"non regression test for";"IRRE"
"https github com scikit learn scikit learn issues 16179";"CODE"
"there was a bug when the max depth and the max leaf nodes criteria were";"-"
"met at the same time which would lead to max leaf nodes not being";"-"
"respected";"-"
"assert tree get n leaf nodes 3 would be 4 prior to bug fix";"CODE"
"non regression test for 16661 where second fit fails with";"IRRE"
"warm start true early stopping is on and no validation set";"IRRE"
"does not raise on second call";"CODE"
"raw predict should never be called with scoring as a string";"IRRE"
"for scorer is called twice train and val for the baseline score and twice";"CODE"
"per iteration train and val after that so 6 times in total for max iter 2";"CODE"
"non regression test for 22907";"IRRE"
"class weight is the same as sample weights with the corresponding class";"IRRE"
"check that sample weight and class weight are multiplicative";"IRRE"
"make imbalanced dataset";"IRRE"
"class weight balanced is the same as sample weights to be";"IRRE"
"inversely proportional to n samples n classes np bincount y";"IRRE"
"check that negative values from the second column are treated like a";"IRRE"
"missing category";"-"
"make f cat an informative feature";"TASK"
"check categories are correct and sorted";"-"
"construct a target with some noise";"CODE"
"construct categorical where 0 a and 1 b and 1 a and 0 b";"CODE"
"field names in node struct with np intp types see";"CODE"
"sklearn ensemble hist gradient boosting common pyx";"-"
"simulate loading a pickle of the same model trained on a platform with different";"CODE"
"bitness that than the platform it will be used to make predictions on";"OUTD"
"make sure that a platform specific pickle generated on a 64 bit";"CODE"
"platform can be converted at pickle load time into an estimator";"CODE"
"with cython code that works with the host s native integer precision";"CODE"
"to index nodes in the tree data structure when the host is a 32 bit";"CODE"
"platform and vice versa";"CODE"
"this is in particular useful to be able to train a model on a 64 bit linux";"CODE"
"server and deploy the model as part of a 32 bit wasm in browser";"IRRE"
"application using pyodide";"-"
"non regression test for https github com scikit learn scikit learn issues 28317";"CODE"
"generate some test data directly binned so as to test the grower code";"IRRE"
"independently of the binning logic";"CODE"
"assume a square loss applied to an initial model that always predicts 0";"IRRE"
"hardcoded for this test";"CODE"
"make sure the samples are correctly dispatched from a parent to its";"CODE"
"children";"-"
"each sample from the parent is propagated to one of the two children";"CODE"
"samples are sent either to the left or the right node never to both";"-"
"the root node is not yet split but the best possible split has";"TASK"
"already been evaluated";"CODE"
"calling split next applies the next split and computes the best split";"IRRE"
"for each of the two newly introduced children nodes";"CODE"
"all training samples have ben split in the two nodes approximately";"CODE"
"50 50";"-"
"the left node is too pure there is no gain to split it further";"CODE"
"the right node can still be split further this time on feature 1";"TASK"
"the right split has not been applied yet let s do it now";"CODE"
"all the leafs are pure it is not possible to split any further";"CODE"
"check the values of the leaves";"IRRE"
"build a tree on the toy 3 leaf dataset to extract the predictor";"IRRE"
"assert grower n nodes 5 2 decision nodes 3 leaves";"CODE"
"check that the node structure can be converted into a predictor";"CODE"
"object to perform predictions at scale";"CODE"
"we pass undefined binning thresholds because we won t use predict anyway";"CODE"
"probe some predictions for each leaf of the tree";"CODE"
"each group of 3 samples corresponds to a condition in make training data";"-"
"check that training set can be recovered exactly";"IRRE"
"data linear target 3 features 1 irrelevant";"TASK"
"make sure root node isn t split if n samples is not at least twice";"-"
"min samples leaf";"-"
"data linear target 3 features 1 irrelevant";"TASK"
"to assert that stumps are created when max depth 1";"IRRE"
"make sure max depth parameter works as expected";"IRRE"
"data linear target 3 features 1 irrelevant";"TASK"
"make sure that missing values are supported at predict time even if they";"IRRE"
"were not encountered in the training data the missing values are";"IRRE"
"assigned to whichever child has the most samples";"IRRE"
"we pass undefined binning thresholds because we won t use predict anyway";"CODE"
"go from root to a leaf always following node with the most samples";"CODE"
"that s the path nans are supposed to take";"-"
"now build x test with only nans and make sure all predictions are equal";"IRRE"
"to prediction main path";"CODE"
"make sure the split on nan situations are respected even when there are";"-"
"samples with inf values we set the threshold to inf when we have a";"IRRE"
"split on nan so this test makes sure this does not introduce edge case";"CODE"
"bugs we need to use the private api so that we can also test";"IRRE"
"predict binned";"-"
"the gradient values will force a split on nan situation";"IRRE"
"sanity check this was a split on nan";"CODE"
"make sure in particular that the inf sample is mapped to the left child";"-"
"note that lightgbm fails here and will assign the inf sample to the";"TASK"
"right child even though it s a split on nan situation";"-"
"check that the grower produces the right predictor tree when a split is";"-"
"categorical";"-"
"arbitrary validation but this means ones go to the left";"META"
"check binned category value 1";"IRRE"
"check raw category value 9";"IRRE"
"note that since there was no missing values during training the missing";"IRRE"
"values aren t part of the bitsets however we expect the missing values";"IRRE"
"to go to the biggest child i e the left one";"-"
"the left child has a value of 1 negative gradient";"IRRE"
"make sure binned missing values are mapped to the left child during";"IRRE"
"prediction";"-"
"assert allclose prediction binned 1 negative gradient";"CODE"
"make sure raw missing values are mapped to the left child during";"IRRE"
"prediction";"-"
"known cat bitsets np zeros 1 8 dtype np uint32 ignored anyway";"IRRE"
"make sure that native categorical splits are equivalent to using a ohe";"-"
"when given enough depth";"-"
"we pass undefined bin thresholds because we won t use predict";"CODE"
"ohe needs more splits to achieve the same predictions";"TASK"
"small sample indices below unrolling threshold";"-"
